SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,640 Davis St #46,San Francisco,CA,94111,1598000,2,2.0,San Francisco,1471,93129,1983,9,1086,1343,Active,,,http://www.redfin.com/CA/San-Francisco/640-Davis-St-94111/unit-46/home/1144590,San Francisco MLS,421542256,N,Y,37.7984389,-122.3983908
MLS Listing,,Multi-Family (5+ Unit),103 - 111 Carl St,San Francisco,CA,94117,8750000,6,1.0,San Francisco,12450,4996,1904,9,703,,Active,,,http://www.redfin.com/CA/San-Francisco/103-Carl-St-94117/home/173090009,San Francisco MLS,421538847,N,Y,37.7656435,-122.4501911
MLS Listing,,Single Family Residential,2614 18th Ave,San Francisco,CA,94116,1495000,3,2.0,San Francisco,1696,2221,1935,9,881,,Active,,,http://www.redfin.com/CA/San-Francisco/2614-18th-Ave-94116/home/1965168,San Francisco MLS,421544324,N,Y,37.7390353,-122.4740778
MLS Listing,,Condo/Co-op,2148 Union St #1,San Francisco,CA,94123,1599000,2,2.0,San Francisco,,,2020,9,,249,Active,,,http://www.redfin.com/CA/San-Francisco/2148-Union-St-94123/unit-1/home/175055436,San Francisco MLS,511529,N,Y,37.7973787,-122.4347049
MLS Listing,,Single Family Residential,55 Southwood Dr,SAN FRANCISCO,CA,94112,1890000,3,1.0,SAN FRANCISCO,1549,3898,1919,9,1220,,Active,,,http://www.redfin.com/CA/San-Francisco/55-Southwood-Dr-94112/home/1387308,MLSListings,ML81842077,N,Y,37.7250579,-122.4575383
MLS Listing,,Condo/Co-op,310 Townsend St #206,San Francisco,CA,94107,699000,1,1.0,San Francisco,689,16600,2006,9,1015,490,Active,,,http://www.redfin.com/CA/San-Francisco/310-Townsend-St-94107/unit-206/home/17304716,San Francisco MLS,421543971,N,Y,37.7769445,-122.3956663
MLS Listing,,Condo/Co-op,735 Geary St #404,San Francisco,CA,94131,699000,1,1.0,San Francisco,836,6703,1922,10,836,535,Active,,,http://www.redfin.com/CA/San-Francisco/735-Geary-St-94109/unit-404/home/40082129,San Francisco MLS,421545000,N,Y,37.7862505,-122.4154684
MLS Listing,,Condo/Co-op,744 Union St #6,San Francisco,CA,94133,900000,2,1.0,San Francisco,,3023,1908,10,,321,Active,,,http://www.redfin.com/CA/San-Francisco/744-Union-St-94133/unit-6/home/175052002,San Francisco MLS,421545012,N,Y,37.8004684,-122.4117054
MLS Listing,,Condo/Co-op,400 Bristol Ct #301,San Francisco,CA,94130,2883000,2,2.5,San Francisco,1909,,,10,1510,1424,Active,,,http://www.redfin.com/CA/San-Francisco/1-Yerba-Buena-Rd-94130/unit-301/home/175051698,San Francisco MLS,421544983,N,Y,37.8108709,-122.3668348
MLS Listing,,Condo/Co-op,950 Tennessee St #125,San Francisco,CA,94107,1755000,2,2.0,San Francisco,1419,,2020,10,1237,764,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-125/home/175051409,San Francisco MLS,421544958,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,950 Tennessee St #324,San Francisco,CA,94107,1206000,1,1.0,San Francisco,885,,2020,10,1363,577,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-324/home/174785326,San Francisco MLS,421544951,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,950 Tennessee St #323,San Francisco,CA,94107,629000,0,1.0,San Francisco,421,,2020,10,1494,435,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-323/home/169790281,San Francisco MLS,421544938,N,Y,37.7596747,-122.3898245
MLS Listing,,Single Family Residential,480 Kansas St,San Francisco,CA,94107,2099000,3,2.0,San Francisco,,2500,1930,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/480-Kansas-St-94107/home/729102,San Francisco MLS,421544915,N,Y,37.7637961,-122.4037425
MLS Listing,,Condo/Co-op,1177 California St #622,San Francisco,CA,94108,649000,0,1.0,San Francisco,535,,1978,10,1213,1019,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-622/home/998555,San Francisco MLS,421544673,N,Y,37.7913209,-122.4137552
MLS Listing,,Condo/Co-op,950 Tennessee St #212,San Francisco,CA,94107,2043000,3,2.5,San Francisco,1414,,2020,10,1445,764,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-212/home/175051133,San Francisco MLS,421544910,N,Y,37.7596747,-122.3898245
MLS Listing,,Single Family Residential,2440 14th Ave,San Francisco,CA,94116,2395000,4,2.5,San Francisco,3053,3600,1929,10,784,,Active,,,http://www.redfin.com/CA/San-Francisco/2440-14th-Ave-94116/home/661126,San Francisco MLS,421539225,N,Y,37.7425443,-122.4698386
MLS Listing,,Condo/Co-op,950 Tennessee St #119,San Francisco,CA,94107,645000,0,1.0,San Francisco,472,,2020,10,1367,436,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-119/home/174673039,San Francisco MLS,421544900,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,765 Market St Unit 33G,San Francisco,CA,94103,3150000,2,2.5,San Francisco,1761,60150,2001,10,1789,2744,Active,,,http://www.redfin.com/CA/San-Francisco/765-Market-St-94103/unit-33G/home/867939,San Francisco MLS,421539780,N,Y,37.786097,-122.4041629
MLS Listing,,Single Family Residential,6038 - 6040 Geary Blvd,San Francisco,CA,94121,1395000,4,1.5,San Francisco,3340,2495,1904,10,418,,Active,,,http://www.redfin.com/CA/San-Francisco/6038-Geary-Blvd-94121/home/173439047,San Francisco MLS,421538934,N,Y,37.7804168,-122.4843958
MLS Listing,,Single Family Residential,2387 Bay St,San Francisco,CA,94123,2495000,3,2.0,San Francisco,1890,1459,1954,10,1320,,Active,,,http://www.redfin.com/CA/San-Francisco/2387-Bay-St-94123/home/1288834,San Francisco MLS,421544665,N,Y,37.8013235,-122.4462069
MLS Listing,,Single Family Residential,825 Duncan St,San Francisco,CA,94131,2900000,4,3.0,San Francisco,1975,3645,1956,10,1468,,Active,,,http://www.redfin.com/CA/San-Francisco/825-Duncan-St-94131/home/1497403,San Francisco MLS,421544586,N,Y,37.7452658,-122.438637
MLS Listing,,Condo/Co-op,28 Parker Ave #302,San Francisco,CA,94118,1100000,2,2.0,San Francisco,,5510,1929,10,,555,Active,,,http://www.redfin.com/CA/San-Francisco/28-Parker-Ave-94118/unit-302/home/40260250,San Francisco MLS,421542518,N,Y,37.7856589,-122.454398
MLS Listing,,Vacant Land,1298 Potrero Ave,San Francisco,CA,94110,1450000,0,,San Francisco,,2674,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/1298-Potrero-Ave-94110/home/175050449,San Francisco MLS,421543727,N,Y,37.7514918,-122.4064307
MLS Listing,,Condo/Co-op,338 Potrero Ave #601,San Francisco,CA,94103,298906,1,1.0,San Francisco,671,11250,2017,10,445,634,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-601/home/125805874,San Francisco MLS,421544814,N,Y,37.7651556,-122.4077002
MLS Listing,,Condo/Co-op,1001 17th St #402,San Francisco,CA,94107,1250000,2,2.5,San Francisco,1240,9426,2016,10,1008,613,Active,,,http://www.redfin.com/CA/San-Francisco/1001-17th-St-94107/unit-402/home/104013408,San Francisco MLS,421536114,N,Y,37.7650727,-122.3940731
MLS Listing,,Condo/Co-op,57 Woodward St Unit A,San Francisco,CA,94110,719000,2,1.0,San Francisco,892,3972,1907,10,806,341,Active,,,http://www.redfin.com/CA/San-Francisco/57-Woodward-St-94103/unit-A/home/39977707,San Francisco MLS,421544783,N,Y,37.7690337,-122.4207489
MLS Listing,,Single Family Residential,209 South Hl,San Francisco,CA,94112,995000,2,1.0,San Francisco,1364,4499,1927,10,729,,Active,,,http://www.redfin.com/CA/San-Francisco/209-S-Hill-Blvd-94112/home/793588,San Francisco MLS,421542439,N,Y,37.71011,-122.4303341
MLS Listing,,Condo/Co-op,930 Pine St #301,San Francisco,CA,94108,790000,1,1.0,San Francisco,,,1973,10,,591,Active,,,http://www.redfin.com/CA/San-Francisco/930-Pine-St-94108/unit-301/home/1374165,San Francisco MLS,421544782,N,Y,37.7909799,-122.4111726
MLS Listing,,Condo/Co-op,5800 3rd St #1202,San Francisco,CA,94124,739000,2,2.0,San Francisco,1077,,2010,10,686,470,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1202/home/40626094,San Francisco MLS,421542988,N,Y,37.7253452,-122.3948096
MLS Listing,,Multi-Family (5+ Unit),2261 - 2265 Market St,San Francisco,CA,94114,3395000,4,4.0,San Francisco,5967,3497,1900,10,569,,Active,,,http://www.redfin.com/CA/San-Francisco/2261-Market-St-94114/home/28890955,San Francisco MLS,421544103,N,Y,37.7647186,-122.4319401
MLS Listing,,Single Family Residential,3625 Jackson St,San Francisco,CA,94118,7995000,6,5.0,San Francisco,4260,3227,1922,10,1877,,Active,,,http://www.redfin.com/CA/San-Francisco/3625-Jackson-St-94118/home/2035999,San Francisco MLS,421539068,N,Y,37.7897346,-122.4545749
MLS Listing,,Condo/Co-op,530 Noe St #530,San Francisco,CA,94114,1200000,2,2.0,San Francisco,,,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/530-Noe-St-94114/unit-530/home/175049104,San Francisco MLS,421540638,N,Y,37.7604177,-122.4329323
MLS Listing,,Condo/Co-op,530 Noe St Unit A,San Francisco,CA,94114,850000,0,1.0,San Francisco,,,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/530-Noe-St-94114/unit-A/home/175049086,San Francisco MLS,421542116,N,Y,37.7604177,-122.4329323
MLS Listing,,Condo/Co-op,528 Noe St #528,San Francisco,CA,94114,1550000,2,2.0,San Francisco,,,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/528-Noe-St-94114/unit-528/home/175049053,San Francisco MLS,421540619,N,Y,37.7604,-122.433091
MLS Listing,,Multi-Family (2-4 Unit),46-52 Dearborn St,SAN FRANCISCO,CA,94110,1988000,8,4.0,SAN FRANCISCO,4272,3092,1907,10,465,,Active,,,http://www.redfin.com/CA/San-Francisco/46-Dearborn-St-94110/unit-52/home/1873836,MLSListings,ML81841918,N,Y,37.7624152,-122.4232316
MLS Listing,,Vacant Land,135 Wetmore St,San Francisco,CA,94108-1526,1895000,,,San Francisco,,2221,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/135-Wetmore-St-94108/home/1078059,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40948179,N,Y,37.7942099,-122.4106455
MLS Listing,,Single Family Residential,3520 Fulton St,San Francisco,CA,94118,2380000,5,6.0,San Francisco,3075,1999,1924,10,774,,Active,,,http://www.redfin.com/CA/San-Francisco/3520-Fulton-St-94118/home/1100609,San Francisco MLS,421544115,N,Y,37.7734697,-122.4695678
MLS Listing,,Single Family Residential,2002 California St,San Francisco,CA,94109,4275000,4,4.0,San Francisco,2750,2231,1923,10,1555,,Active,,,http://www.redfin.com/CA/San-Francisco/2002-California-St-94109/home/568519,San Francisco MLS,421544680,N,Y,37.7899079,-122.427852
MLS Listing,,Condo/Co-op,110 Channel St #106,San Francisco,CA,94158,1515000,2,2.0,San Francisco,1196,49773,2017,10,1267,944,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-106/home/113913223,San Francisco MLS,421544538,N,Y,37.7751436,-122.3906212
MLS Listing,,Single Family Residential,601 Laguna Honda Blvd,San Francisco,CA,94127,2195000,5,3.5,San Francisco,2864,4935,1924,11,766,,Active,,,http://www.redfin.com/CA/San-Francisco/601-Laguna-Honda-Blvd-94127/home/1014211,San Francisco MLS,421542104,N,Y,37.7458821,-122.4576267
MLS Listing,,Multi-Family (2-4 Unit),1235 18th Ave,San Francisco,CA,94122,1695000,4,4.0,San Francisco,4150,2996,1946,11,408,,Active,,,http://www.redfin.com/CA/San-Francisco/1235-18th-Ave-94122/home/1061591,San Francisco MLS,421544278,N,Y,37.7647692,-122.4764648
MLS Listing,,Single Family Residential,459 & 461 Potrero Ave,SAN FRANCISCO,CA,94110,1850000,5,3.0,SAN FRANCISCO,2592,2500,1906,11,714,,Active,,,http://www.redfin.com/CA/San-Francisco/461-Potrero-Ave-94110/home/148059455,MLSListings,ML81841885,N,Y,37.7637035,-122.4070112
MLS Listing,,Multi-Family (2-4 Unit),20 - 22 Darrell Pl,San Francisco,CA,94133,2495000,4,,San Francisco,3029,1263,1927,11,824,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Darrell-Pl-94133/home/1115736,San Francisco MLS,421540137,N,Y,37.8023265,-122.4041864
MLS Listing,,Condo/Co-op,875 Vermont St #204,San Francisco,CA,94107,699000,1,1.0,San Francisco,,,1965,11,,185,Active,,,http://www.redfin.com/CA/San-Francisco/875-Vermont-St-94107/unit-204/home/1922449,San Francisco MLS,421534716,N,Y,37.7585731,-122.403654
MLS Listing,,Condo/Co-op,2922 Franklin St,San Francisco,CA,94123,3800000,3,2.5,San Francisco,2735,2187,2019,11,1389,350,Active,,,http://www.redfin.com/CA/San-Francisco/2922-Franklin-St-94123/home/172616098,San Francisco MLS,421541582,N,Y,37.8015373,-122.425995
MLS Listing,,Condo/Co-op,601 Van Ness Ave #802,SAN FRANCISCO,CA,94102,625000,1,1.0,SAN FRANCISCO,676,,1982,12,925,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-802/home/951854,MLSListings,ML81841848,N,Y,37.7813653,-122.4215253
MLS Listing,,Multi-Family (2-4 Unit),254 Roosevelt Way,San Francisco,CA,94114,2395000,6,6.0,San Francisco,5150,2500,,12,465,,Active,,,http://www.redfin.com/CA/San-Francisco/254-Roosevelt-Way-94114/home/1629257,San Francisco MLS,421544577,N,Y,37.766044,-122.440677
MLS Listing,,Single Family Residential,1286 26th Ave,San Francisco,CA,94122,1899000,3,3.0,San Francisco,2533,2375,1913,12,750,,Active,,,http://www.redfin.com/CA/San-Francisco/1286-26th-Ave-94122/home/1119115,San Francisco MLS,421543168,N,Y,37.763525,-122.4844261
MLS Listing,,Multi-Family (2-4 Unit),1270 - 1272 Hampshire St,San Francisco,CA,94110,1395000,3,1.0,San Francisco,2394,1920,1907,12,583,,Active,,,http://www.redfin.com/CA/San-Francisco/1270-Hampshire-St-94110/home/1083767,San Francisco MLS,421543567,N,Y,37.751876,-122.4074709
MLS Listing,,Condo/Co-op,355 1st St Unit S2103,San Francisco,CA,94105,949000,1,1.0,San Francisco,722,38571,2004,12,1314,839,Active,,,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S2103/home/879020,San Francisco MLS,421544549,N,Y,37.7868803,-122.3934978
MLS Listing,,Condo/Co-op,540 Delancey St #102,SAN FRANCISCO,CA,94107,800000,1,1.0,SAN FRANCISCO,926,,1890,12,864,670,Active,,,http://www.redfin.com/CA/San-Francisco/540-Delancey-St-94107/unit-102/home/1044341,MLSListings,ML81841824,N,Y,37.7842842,-122.391285
